scene,section,tag,all_text
64,9,TIO BRUNO,"I don’t know which way it’ll go... but my guess... the family, the Encanto, the fate of the miracle itself - it’s all gonna come down to you."
64,10,Action,"This is a big moment for Mirabel... a lot to process. She looks at the lenticular, adjusting it backwards and forwards. Bruno thinks for half a beat."
65,1,TIO BRUNO,"(SHRUGS) Or maybe I’m wrong. (CHUCKLES) You know, it’s a mystery, it’s a mystery that’s why this vision is (FART SOUND). (then, walks her to door) Look if I could help anymore I would but, that’s all I know. Good luck. I wish I could’ve seen more."
65,2,Action,"Bruno shuts the door, leaving Mirabel alone in the dark, hallway. She thinks about what he said..."
65,3,MIRABEL,"(nods, solemn) Yeah.... (then lightbulb) Yeah!"
65,4,Action,Mirabel barges back in!
65,5,MIRABEL,You “wish you could’ve seen more.” So see more. (SHAKING BRUNO) Have another vision!
65,6,TIO BRUNO,"Oh, uh, no, no, see, I don’t, I don’t do visions anymore."
65,7,MIRABEL,But ya could.
65,8,TIO BRUNO,But I won’t.
65,9,MIRABEL,"You can’t say “the weight of the world is on your shoulders, the end.” If our fate’s up to me, me says have another vision, maybe it’ll show me what to do --"
65,10,TIO BRUNO,"Look, even if I wanted to, which I don’t, you wrecked my vision cave, which is a problem ‘cause I need a big open space --"
65,11,MIRABEL,We’ll find one.
65,12,TIO BRUNO,Where?
66,1,ANTONIO,Use my room.
66,2,Action,"They turn around to see the TAPIR, CHIGUIRO, COATIS... and ANTONIO. He smiles."
66,3,ANTONIO,"The rats told me everything. (then, looking O.S.) Don’t eat those."
66,4,Action,"Angle on: the Jaguar, about to eat... some rats, it backs off. Mirabel looks back to Bruno."
66,5,MIRABEL,Our family needs help. (then) And you need to get outta here.
66,6,Action,Bruno looks to the rats cleaning themselves with his toothbrush... and then licking the toothbrush.
66,7,TIO BRUNO,(I see your point) Mmyeh.
66,8,Action,EXT. CASA MADRIGAL - DAY BREAK
66,9,Action,"The same kids from the beginning play in the grass in front of the Madrigal house. A crack forms on the ground next to them and they look up at the CANDLE, which flickers unnaturally. The House shakes. Weirded out, the kids run away from the House, where a GROUP of people are gathered."
66,10,Action,EXT. CASA MADRIGAL - FOYER - SAME TIME
66,11,ABUELA ALMA,(to Agustín) You should have told me the second you saw the vision! Think of the family.
66,12,AGUSTÍN,I was thinking of my daughter!
66,13,Action,A GUST of wind blows snow across the room.
66,14,ABUELA ALMA,"Pepa, calm down!"
66,15,PEPA,I’m doing my best!
67,1,FÉLIX,Yes.
67,2,PEPA,You’re lucky it’s not a hurricane!
67,3,JULIETA,"Mamá, you’ve always been too hard on Mirabel."
67,4,Action,Small cracks emerge around them.
67,5,ABUELA ALMA,"Look around. We must protect our family, our Encanto. We cannot lose our home!"
67,6,Action,OLD ARTURO ENTERS FROM OUTSIDE (with a crowd from town)...
67,7,OLD ARTURO,"Señora, perdón, people in town are becoming anxious about the magic. They want to see you."
67,8,ABUELA ALMA,Mirabel was in that vision for a reason. Find her.
67,9,Action,"As Abuela leaves, the HOUSE SHAKES... and we carry that tremor into..."
67,10,Action,INT. ANTONIO’S RAINFOREST ROOM - SAME TIME
67,11,Action,"Feeling the tremor, animals fly and run off scared."
67,12,MIRABEL,We might wanna hurry.
67,13,Action,As Bruno prepares a sand circle for his vision...
67,14,TIO BRUNO,"Ya can’t hurry the future, uh..."
67,15,Action,"Bruno is making his circle of sand (pouring the sand from his bucket), and reaches the Chiguiro sitting in his path."
67,16,TIO BRUNO,"And what if I show you something worse? If I see something that you don’t like, you’re gonna be all, “Bruno makes bad things happen, oh, he’s creepy and his vision killed ma’ goldfish.”"
68,1,MIRABEL,I don’t think you make bad things happen. Sometimes family weirdos just get a bad rap. You can do this.
68,2,Action,Antonio hands Bruno a stuffed jaguar.
68,3,ANTONIO,(I’ve been there) For the nerves.
68,4,Action,"Antonio smiles at Bruno and nods, like, I believe in you, then heads off. Bruno looks at the stuffed jaguar, then up to Mirabel, considering. Then, with a weighty exhale, Bruno reaches into his ruana and takes out a handful of salt then he throws it behind his back."
68,5,TIO BRUNO,"(to himself) I can do this. I can do this. I can do this, I can do this."
68,6,Action,"Bruno lights a match, which he uses to ignite piles of wet leaves. As the smoke begins to spiral around him and Mirabel, Bruno closes his eyes... entering a trance-like state."
68,7,Action,"The magic fills the room and somewhere in the house Bruno’s door starts to glow. On the way to town, Abuela pauses at the strange occurrence, unsure of the cause."
68,8,Action,"The entire room begins to glow in the light of his eyes, wind kicks up, blowing leaves and sand that begins to SWIRL around Mirabel and Bruno, glowing brighter and brighter. Mirabel looks to Bruno who... looks at her and his eyes TWINKLE GREEN, like flecks of glitter."
68,9,TIO BRUNO,You might wanna hang on.
68,10,Action,"He squeezes her hands and energy surrounds them. (Out in the courtyard... Bruno’s door begins to spark back to life.) But we’re back inside as Mirabel gasps with wonder, as WHOOSH! Mirabel is suddenly transported into..."
68,11,Action,AN IMPRESSIONISTIC FLASH OF VISIONS:
68,12,Action,"- CHAOS in the house. The family running! (THIS IS THE PART OF THE VISION THAT BRUNO WITNESSED ORIGINALLY). Then, a SHAPE: MIRABEL... standing amidst the expanding cracks... Bruno starts to falter."
69,1,TIO BRUNO,"It’s just -- it’s just the same thing, I gotta stop --"
69,2,MIRABEL,"No, I need to know which way it goes -- there’s gotta be an answer, something we’re not seeing."
69,3,TIO BRUNO,(over the noise) You’re looking at the same thing that I am! If there was something else --
69,4,Action,"Mirabel, gets an idea... turns the opposite direction. Bruno sees her, thinks it’s pointless. Mirabel looks and... spots a glitter of gold."
69,5,MIRABEL,(holy shit) There -- over there --
69,6,Action,"Confused, Bruno turns, and it illuminates... a BUTTERFLY... flitting through chaos. Bruno can’t believe it."
69,7,TIO BRUNO,Butterfly! Follow the butterfly!
69,8,Action,"As they stand, the BUTTERFLY lands on a REED in a RIVER, Which dissolves as something begins to glow behind it."
69,9,MIRABEL,Where is that...?
69,10,Action,"The images flutter, Bruno struggles to see it..."
69,11,TIO BRUNO,It’s all outta order --
69,12,Action,"The image starts to come into focus, it’s... THE CANDLE BURNING BRIGHTER. CRACKS DISAPPEARING."
69,13,TIO BRUNO,"It’s, it’s -- it’s the candle! The candle’s getting brighter!"
69,14,Action,"NEARBY IS A SILHOUETTE OF MIRABEL IN MOTION, ARMS OUT..."
69,15,TIO BRUNO,I think you’re gonna help the candle!
70,1,MIRABEL,How?!
70,2,Action,Bruno’s vision moves... showing Mirabel and a GLOWING FIGURE. Who is it? As Mirabel wills herself to bring the figure into focus... we see the shape of a WOMAN.
70,3,TIO BRUNO,There’s someone with you! And you - you fight her!
70,4,MIRABEL,What?!
70,5,Action,Bruno squints trying to interpret what he’s seeing.
70,6,TIO BRUNO,"Wait no, no, no, no -- is that a hug?!"
70,7,MIRABEL,Am I fighting or hugging?!
70,8,TIO BRUNO,"An embrace -- AN EMBRACE! -- to make the candle bright, you have to embrace her!!"
70,9,MIRABEL,Embrace who?!
70,10,Action,The images grow more and more volatile.
70,11,TIO BRUNO,Almost there...
70,12,MIRABEL,Who is it?!
70,13,TIO BRUNO,"Almost there... I, I -- I got it!"
70,14,Action,As Mirabel steps forward... it’s... it’s... ISABELA?
70,15,MIRABEL,Isabela?!
70,16,Action,"A FLASH OF LIGHT, ENDS THE VISION, leaving us with glittering sand... which falls onto the chiguiro. Bruno looks at the new emerald vision “plate” and smiles."
70,17,TIO BRUNO,"Oh, your sister, that’s great!"
71,1,Action,Mirabel stares at it in disbelief. Bruno realizes she’s hates his vision. He chucks it like it’s garbage.
71,2,TIO BRUNO,Every time.
71,3,Action,INT. CASA MADRIGAL - UPPER BALCONY - MOMENTS LATER
71,4,Action,"We start tight on Isabela’s door, pull back to find Bruno and Mirabel staring at it from behind a plant."
71,5,MIRABEL (PRELAP),Why would “embracing Isabela” do anything?
71,6,TIO BRUNO,"Idaknow, our family got a miracle, how do you help a family miracle? You hug a sister."
71,7,Action,"Mirabel looks at Bruno like he’s stupid. A noise below draws them to Camilo, who walks across the courtyard. Mirabel and Bruno duck."
71,8,CAMILO,(calling out) Mirabel?! Mirabel?!
71,9,Action,Camilo’s powers fritz and he gets... a baby head.
71,10,Action,"BACK TO MIRABEL AND BRUNO: Bruno looks from Camilo to the candle, which flickers. Mirabel is too busy worrying."
71,11,TIO BRUNO,"Oh, I think we’re running outta time here."
71,12,MIRABEL,"It’s not gonna work. She won’t hug me, ever, okay? She hates me. Also, I don’t know if you heard, I ruined her proposal. Plus, P.S.--"
71,13,TIO BRUNO,-- Mirabel --
71,14,MIRABEL,-- it is just annoying -- of course it’s Isabela --
71,15,TIO BRUNO,-- Mirabel --
72,1,MIRABEL,"-- and what’s her problem with me anyway, she’s the one with roses coming out her--"
72,2,TIO BRUNO,"Mirabel. Oh, sorry, sorry, sorry, you see you’re missing the point. The fate of the family is not up to her, it’s up to you. You’re exactly what this family needs. You just have to see it. (then, casual) By yourself, after I leave."
72,3,MIRABEL,What? You’re not coming?
72,4,Action,Bruno moves a tall potted plant -- hiding him from view as he waddles toward the portrait leading to his secret passageway.
72,5,TIO BRUNO,"(”important prophecy”) It was your vision, Mirabel... not mine."
72,6,MIRABEL,You’re afraid Abuela will see you.
72,7,TIO BRUNO,"Yep, I mean yes... that too. (then) Hey, after you save the miracle... come visit."
72,8,MIRABEL,"(smiles, then) After I save the miracle, I’m bringing you home."
72,9,Action,"Bruno gives Mirabel a smile then knocks on wood, crosses his fingers, holds his breath and tips backwards into the wall."
72,10,TIO BRUNO,Knock-knock-knock-knock-knock-knock on wood.
72,11,Action,"After he leaves, Mirabel notices candle and magic’s glow becoming more and more erratic. Mirabel looks toward Isabela’s glowing door, psyching herself up."
72,12,MIRABEL,You got this. Just gonna save the miracle... (SO DUMB) with a hug.
73,1,Action,"With that, Mirabel heads to Isa’s door."
73,2,Action,INT. CASA MADRIGAL - ISABELA’S ROOM - MOMENTS LATER
73,3,Action,"Mirabel enters ISABELA’S AMAZING FLOWER ROOM. It’s a lush, Colombian flower garden, tropical and very, very PINK. Isabela is nowhere to be found. Mirabel looks around... cautiously."
73,4,MIRABEL,(super sweet) Isa? Hey!
73,5,Action,Mirabel continues through the room.
73,6,MIRABEL,(calling out) I know we’ve... had our issues... but I’m... (HATING SAYING IT) ready to be a better sister... to you... So we should just... hug... Let’s hug it out. Eh?
73,7,Action,Mirabel looks up to find... Isabela on a crazy flower bed... which looks more over-the-top than usual.
73,8,ISABELA,(menacing) Hug it out...? (then) Luisa can’t lift an empanada. Mariano’s nose looks like a smashed papaya. Have you lost your mind?!
73,9,MIRABEL,"Isa, I feel like you’re upset... and you know what cures being upset? A warm embrace."
73,10,ISABELA,Get out.
73,11,Action,"As Mirabel starts to protest, a flower pops out of the vine, covering Mirabel’s mouth."
73,12,ISABELA,"Everything was perfect! Abuela was happy, the family was happy, you wanna be a better sister, apologize for ruining my life!"
73,13,ISABELA,Go on... apologize.
74,1,Action,The room shakes catching Mirabel’s attention.
74,2,MIRABEL,(that’s a tough one) I... am... sorry... (can’t keep going) ...That your life is so great!
74,3,ISABELA,Out.
74,4,Action,"With a wave of her hand, Isabela’s vines drag Mirabel toward the door. Worried she’ll miss this important opportunity, Mirabel tries to grab onto furniture to stop her momentum."
74,5,MIRABEL,"Wait, fine, “I apologize” - (the vine tugs her) I wasn’t trying to ruin your life -- (struggles ungracefully) Some of us have bigger problems, you selfish, entitled princess!"
74,6,ISABELA,Selfish?! I’ve been stuck being perfect my whole entire life and literally the only thing you have ever done for me is mess things up!
74,7,Action,Mirabel tries to extricate herself from Isabela’s vines as she keeps getting dragged backwards.
74,8,MIRABEL,"Nothing is messed up! You can still marry that big, dumb hunk-"
74,9,ISABELA,I NEVER WANTED TO MARRY HIM. I WAS DOING IT FOR THE FAMILY!!
74,10,Action,"Whoa... That was a big bomb that was dropped. A tiny cactus pops up between them. Mirabel (oblivious to the cactus, stares at Isabela seemingly stunned about Mariano.)"
74,11,MIRABEL,"Oh my gosh... Isa... that is a very serious confession... (then, stands, deep breath, not slick, extends arms) Okay, get over here, bring it in."
75,1,Action,"But Isa doesn’t respond, she isn’t looking at Mirabel... she’s looking at the ground, at... THAT WEIRD LITTLE CACTUS. Isabela is transfixed. THE HOUSE SHUDDERS."
75,2,MIRABEL,(hello?) Isa?
75,3,Action,"Isa picks up the cactus, mesmerized..."
75,4,ISABELA,(singing) I... JUST MADE SOMETHING UNEXPECTED SOMETHING SHARP SOMETHING NEW
75,5,Action,Let the music hold a beat. Mirabel doesn’t get it.
75,6,MIRABEL,"Isa, this is the part where we (hug) --"
75,7,Action,"Isabela, excited, ignores Mirabel and turns away holding her cactus."
75,8,ISABELA,IT’S NOT SYMMETRICAL OR PERFECT BUT IT’S BEAUTIFUL AND IT’S MINE... WHAT ELSE CAN I DO?
75,9,Action,Mirabel tries to keep up.
75,10,MIRABEL,"Wait! (then) BRING IT IN, BRING IT IN GOOD TALK, BRING IT IN, BRING IT IN LET’S WALK, BRING IT IN, BRING IT IN"
75,11,ISABELA,WHAT ELSE CAN I DO?
75,12,MIRABEL,"FREE HUGS?! BRING IT IN, BRING IT IN"
75,13,Action,Gorgeous flowers begin to sprout all around Isabela.
75,14,ISABELA,I GROW ROWS AND ROWS OF ROSES FLOR DE MAYO BY THE MILE (MORE)
76,1,ISABELA,I MAKE PERFECT PRACTICED POSES SO MUCH HIDES BEHIND MY SMILE
76,2,Action,Isabela eviscerates them with her new edgy plants.
76,3,ISABELA,WHAT COULD I DO IF I JUST GREW WHAT I WAS FEELING IN THE MOMENT?
76,4,MIRABEL,(trying to keep up) DO YOU KNOW WHERE YOU’RE GOING?
76,5,Action,Isabela’s plants get crazier.
76,6,ISABELA,"WHAT COULD I DO IF I JUST KNEW IT DIDN’T NEED TO BE PERFECT, IT JUST NEEDED TO BE? AND THEY LET ME BE?"
76,7,Action,"Now Isabela is really leaning into it and her plants are going nuts, creating obstacles for Mirabel."
76,8,ISABELA,A HURRICANE OF JACARANDAS STRANGLING FIGS-
76,9,MIRABEL,(dodging) BIG!
76,10,ISABELA,HANGING VINES-
76,11,MIRABEL,(retreating) This is fine!
76,12,Action,"Isabela creates huge, crazy wax palms!"
76,13,ISABELA,PALMA DE CERA FILLS THE AIR AS I CLIMB AND I PUSH THROUGH... WHAT ELSE CAN I DO?
76,14,Action,Mirabel climbs to the top of the wax palm to join Isabela as the tree extends toward the roof.
76,15,ISABELA,"CAN I DELIVER US A RIVER OF SUNDEW? CAREFUL IT’S CARNIVOROUS, A LITTLE JUST WON’T DO... (MORE)"
77,1,ISABELA,"I WANNA FEEL THE SHIVER OF SOMETHING NEW I’M SO SICK OF PRETTY I WANT SOMETHING TRUE, DON’T YOU?"
77,2,Action,"Mirabel looks at Isabela, starts to really understand her for the first time."
77,3,MIRABEL,YOU JUST SEEM LIKE YOUR LIFE’S BEEN A DREAM SINCE THE MOMENT YOU OPENED YOUR EYES
77,4,ISABELA,WHOOAAAA HOW FAR DO THESE ROOTS GO DOWN? WHOAAAAA
77,5,MIRABEL,ALL I KNOW ARE THE BLOSSOMS YOU GROW BUT IT’S AWESOME TO SEE HOW YOU RISE
77,6,ISABELA/MIRABEL,"HOW FAR CAN YOU/I RISE? THROUGH THE ROOF, TO THE SKIES LET’S GOOO..."
77,7,Action,"THEY SMASH THROUGH THE ROOF, AND GO ABOVE THE HOUSE."
77,8,Action,"With Mirabel’s encouragement, Isabela GOES OFF, creating the most amazing combination of wonderful plants we’ve ever seen."
77,9,ISABELA,A HURRICANE OF JACARANDAS
77,10,MIRABEL,WHOO!
77,11,ISABELA,STRANGLING FIGS-
77,12,MIRABEL,GO!
77,13,ISABELA,HANGING VINES-
77,14,MIRABEL,GROW!
77,15,Action,They celebrate across the rooftop.
78,1,ISABELA,PALMA DE CERA FILLS THE AIR AS I CLIMB AND I PUSH THROUGH
78,2,MIRABEL,"WHAT ELSE, WHAT ELSE?"
78,3,MIRABEL/ISABELA,WHAT CAN YOU DO WHEN YOU ARE DEEPLY MADLY TRULY IN THE MOMENT?
78,4,MIRABEL,"SEIZE THE MOMENT, KEEP GOIN!"
78,5,Action,"As Mirabel encourages Isabela to express herself with her unique foliage, the plants start emerging in town, smacking Mariano in the face again and rebreaking his nose. Abuela looks at the house horrified, and sees... ISABELA TRANSFORMED and dancing with MIRABEL, WHO EGGS HER ON. Abuela’s eyes go wide."
78,6,MIRABEL/ISABELA,WHAT CAN YOU DO WHEN YOU KNOW WHO YOU WANNA BE ISN’T PERFECT
78,7,ISABELA,BUT I’LL STILL BE OKAY...
78,8,MIRABEL,"HEY, EVERYBODY CLEAR THE WAY, WOOO!"
78,9,ISABELA,I’M COMING THROUGH WITH TABEBUIA...
78,10,MIRABEL,SHE’S COMING THROUGH WITH THAT BOOYAH!
78,11,Action,"The race across the roof, spiraling on Isabela’s wild new plants, a real bond forming between them for the first time."
78,12,ISABELA,MAKING WAVES
78,13,MIRABEL,MAKING WAVES
78,14,ISABELA,CHANGING MINDS...
78,15,Action,"They spin on a ramp of vines, twirling in front of the MAGIC CANDLE, but locked onto each other. Isabela pulls Mirabel in for a hug - one Mirabel forgot she was trying to get in the first place."
79,1,MIRABEL,YOU’VE CHANGED MINE—
79,2,ISABELA,"THE WAY IS CLEARER ‘CAUSE YOU’RE HERE AND WELL, I OWE THIS ALL TO YOU WHAT ELSE CAN I DO?"
79,3,Action,"As they hug, Mirabel realizes the candle has begun to glow brightly, the cracks receding. Isabela whisks her off!"
79,4,MIRABEL,SHOW ‘EM WHAT YOU CAN DO!!
79,5,ISABELA,WHAT ELSE CAN I DO?
79,6,MIRABEL,THERE’S NOTHING YOU CAN’T DO—
79,7,ISABELA,WHAT ELSE CAN I DO!
79,8,Action,EXT. CASA MADRIGAL - ROOFTOP - CONTINUOUS
79,9,Action,"Isabela grabs onto Mirabel, they dive through a kaleidoscope of plants and flowers, crashing down to the courtyard, like kids jumping into a leaf pile."
79,10,Action,EXT. CASA MADRIGAL - COURTYARD - NIGHT
79,11,Action,"Mirabel and Isabela lie in the pile of flowers, giddy and exhausted."
79,12,ISABELA,(giggling) You’re a bad influence.
79,13,Action,"Mirabel grins, enjoying the evolution of their relationship."
79,14,ABUELA ALMA,What is going on?!
79,15,Action,Mirabel and Isabela sit up to find... Abuela entering the courtyard... which we reveal looks crazy and dangerous with all of Isabela’s out-of-control plants.
79,16,MIRABEL,(excited) Abuela! (MORE)
80,1,MIRABEL,"It’s okay, everything’s -- we’re gonna save the miracle - the magic -"
80,2,ABUELA ALMA,What are you talking about? Look at our home. Look at your sister!
80,3,MIRABEL,"Please, just - Isabela wasn’t happy and -"
80,4,ABUELA ALMA,"Of course she isn’t happy, you ruined her proposal --"
80,5,MIRABEL,"-- no, no she needed me to ruin her proposal and then we did all of this and the candle burned brighter and the cracks --"
80,6,ABUELA ALMA,-- Mirabel --
80,7,MIRABEL,"That’s why I’m in the vision, I’m saving the miracle!"
80,8,ABUELA ALMA,"You have to stop, Mirabel!"
80,9,Action,"A TREMOR shakes the entire ENCANTO. Luisa enters the courtyard, concerned, and stands with Isabela."
80,10,ABUELA ALMA,"The cracks started with you. Bruno left because of you. Luisa’s losing her powers, Isabela’s out of control, because of you. I don’t know why you weren’t given a gift, but it is not an excuse for you to hurt this family!"
80,11,Action,"As Abuela says that cracks emerge all around her. Mirabel’s heart nearly breaks as she looks at Abuela. Julieta and Agustín enter, having heard the argument."
80,12,MIRABEL,I will never be good enough for you. Will I? No matter how hard I try.
80,13,Action,"Then, a quiet realization as she looks at her family."
81,1,MIRABEL,No matter how hard any of us tries. (then) Luisa will never be strong enough. Isabela won’t be perfect enough -- Bruno left our family because you only saw the worst in him--
81,2,ABUELA ALMA,-- Bruno didn’t care about this family --
81,3,MIRABEL,He loves this family - I love this family! We all love this family! You’re the one that doesn’t care! You’re the one breaking our home!
81,4,Action,Cracks begins to spread into the town.
81,5,ABUELA ALMA,Don’t you ever --!
81,6,MIRABEL,"The miracle is dying, because of you!"
81,7,Action,"In that awful moment, a huge cracks rips open between them. As they both stare at each other, stunned, horrified:"
81,8,PEPA,"No, no, no --"
81,9,FÉLIX,The candle!
81,10,Action,"CRACK! A huge crack nearly rips the House in half... snaking all the way up to the CANDLE... which begins to melt at a rapid pace, teetering and in danger of falling into the dark chasm created by the cracks."
81,11,Action,"As everyone tries to get their bearings, Mirabel snaps out of it, and races to save the candle. She calls to the House:"
81,12,MIRABEL,"Casita, get me up there!"
81,13,Action,The house pulls a railing from the balcony for Mirabel to use as a ladder to climb to the roof.
81,14,Action,"Isabela tries to use her vines to reach the candle, but her door fades and her vines dissipate like they were Thanos- snapped. The house catches Isabela and breaks her fall."
82,1,Action,"Camilo tries to change his shape to reach the candle, but his door fades and his powers go out. The house catches Camilo and sets him down to safety, but he can’t reach the candle."
82,2,CAMILO,No.
82,3,Action,"Mirabel reaches the top of the roof, and looks back to see the MOUNTAINS of the ENCANTO crack open, just like in Bruno’s vision."
82,4,Action,"Nearby, Antonio watches as his animals smash out of his door, which dies and the animals streak off. A chunk of the House falls toward him and Félix narrowly saves him."
82,5,FÉLIX,Careful! Antonio! We gotta get out of here!
82,6,JULIETA,Mirabel?! Mirabel!
82,7,Action,"But the House sees the danger too, and starts pushing people out of the House to save them. Desperately using its last bit of power to keep them safe."
82,8,AGUSTÍN,Mirabel! You have to get out!
82,9,JULIETA,Mirabel!
82,10,Action,"Bruno runs through space in the walls as the walls close in on him. Bruno saves a rat, puts a bucket on his head and rams through the wall, landing on the grass outside, still unseen by the family. Mirabel looks over the side of the House and sees Bruno is safe and races to the candle. Abuela, gets pushed out the front door, and looks up to see Mirabel clambering across the roof to the candle."
82,11,JULIETA,Mirabel?! Mirabel leave it!
82,12,Action,ON THE ROOF:
82,13,Action,"Mirabel reaches for the candle, but falters. The House supports her in the nick of time, propping her back up."
82,14,FÉLIX (O.S),Mirabel! The House is gonna fall!
82,15,PEPA,Mirabel! Get out!
83,1,AGUSTÍN,Mirabel!
83,2,Action,Mirabel strains to reach the sputtering candle...
83,3,Action,Just as Mirabel finally grabs the candle... Bruno’s tower collapses on the roof. The house slides Mirabel out the way and off the balcony as debris falls down.
83,4,Action,"Mirabel lands, but has no time to escape. In an instant, the House shields Mirabel... saving her life."
83,5,Action,"In the aftermath, Mirabel looks down to see... the candle go out..."
83,6,MIRABEL,(tiny) No...
83,7,Action,"Then... a tiny squeak, as the House shutters that just saved her life, wave an injured goodbye... and as Mirabel looks up, devastated, the house... dies."
83,8,Action,EXT. CASA MADRIGAL - CONTINUOUS
83,9,Action,"As Mirabel sits in the rubble, family members race in, but Mirabel is in a fog. Julieta runs towards Mirabel in the rubble."
83,10,JULIETA,(like she’s a thousand miles away) Mirabel...!
83,11,Action,We begin to hear just the slightest background walla of the family in chaos. As we... PUSH IN ON MIRABEL’S FACE... Julieta comes to check on Mirabel.
83,12,JULIETA,"(garbled, through the fog) Mirabel! Are you hurt? Mirabel?"
83,13,Action,"Mirabel shakes her head “no, she isn’t hurt.” But she is in shock and reeling."
83,14,PEPA,Julieta! Come quick! Julieta!
83,15,JULIETA,(to Mirabel) Don’t move. I’ll be right back!
84,1,Action,"Julieta leaves to go check on the rest of the family, Mirabel can only hear everyone continuing to panic."
84,2,PEPA,How could this happen?
84,3,AGUSTIN,Everyone okay? Is everyone okay?
84,4,Action,"Mirabel looks over to see Dolores helping Abuela, who is despondent and in shock. As Mirabel watches Abuela... how lost and broken she looks... Mirabel’s chin starts to quiver as the weight of her failure becomes overwhelming. This is Mirabel’s failure and she knows it."
84,5,DOLORES,"Here, let me help you, let me help you."
84,6,FAMILY WALLA,"Antonio, don’t cry, papito, don’t cry. / I couldn’t hold it up. / The Encanto is broken. / What do we do now? / My powers ... they’re gone! / What about Antonio, what is he gonna do?"
84,7,Action,"We go tighter on Julieta grabbing medicine bottles then turning to find Mirabel, but Mirabel is gone."
84,8,JULIETA,Mirabel? Mirabel!? Where’s Mirabel? Where is she? Mirabel?!
84,9,Action,"As the family starts to panic, we rack to: the CRACKED MOUNTAINS in the distance behind them..."
84,10,AGUSTÍN,MIRABEL! MIRABEL?!
84,11,Action,"As Agustín’s voice rings out, we find:"
84,12,Action,EXT. ENCANTO MOUNTAIN - NIGHT
84,13,Action,"Mirabel reaches the crack that opened up in the mountain. As the Encanto glows in the background, Mirabel steps into the darkness of the outside world... leaving her home behind."
84,14,Action,FADE TO BLACK.
85,1,Action,EXT. TOWN OF ENCANTO - MORNING
85,2,Action,"We come up on the destroyed house, while people search for Mirabel in the distance."
85,3,LUISA,Mirabel! Mirabel!
85,4,Action,We find the kids from town looking worried.
85,5,INNOCENT CECILIA,They haven’t found her yet?
85,6,Action,"Juancho and Alejandra shake their heads, no."
85,7,Action,"We find, Julieta and Agustín searching for Mirabel, as well as Félix and Dolores."
85,8,AGUSTIN,Mirabel?
85,9,JULIETA,Mirabel?!
85,10,Action,"Dolores holds her ear out to see if she can hear Mirabel, but no luck."
85,11,FÉLIX,Mirabel?!
85,12,Action,EXT. WILDERNESS - SAME TIME
85,13,Action,Tight on... a PIECE OF FABRIC from Mirabel’s dress... stuck on a THORN of a plant. As it moves gently with the wind... footprints lead away into the wilderness. A shadow passes over them.
85,14,Action,EXT. RIVER BANK - SAME TIME
85,15,Action,"We find... a small, shape, crouched on a ROCK by the water.... Mirabel. Lost. At rockbottom. She cries, ashamed of herself and what she believes she’s done to the family and her home."
85,16,ABUELA ALMA,(quiet) Mirabel...
85,17,Action,Reveal the shadow in the woods... was Abuela.
86,1,MIRABEL,"(tiny, broken) I’m sorry. I didn’t want to... hurt us... I just wanted to... to be something I’m not..."
86,2,Action,"As Mirabel starts to cry... Abuela begins to speak... we’ve never heard her voice like this... she’s broken, exhausted... old. She looks to the water."
86,3,ABUELA ALMA,I’ve never been able to... come back here...
86,4,Action,"Abuela sits by Mirabel, they look out at the river."
86,5,ABUELA ALMA,This river... is where we were given our miracle...
86,6,MIRABEL,Where Abuelo Pedro...
86,7,Action,"Mirabel looks at Abuela, trying to understand where she’s coming from... she looks so lost and frail. Abuela looks back to the water..."
86,8,ABUELA ALMA,I thought we would have a different life... (INTO V.O.) I thought I would be a different woman...
86,9,Action,As our music begins... we are transported back in time...
86,10,Action,EXT. VILLAGE - DAY - PAST
86,11,Action,"Young Abuela Alma moves through her village, a HOLIDAY CANDLE FESTIVAL underway. She’s a different person, young and full of life. She grabs a candle and hops up on the railing of a bridge to see the festivities. As she does, she notices... YOUNG ABUELO PEDRO (20’s), doing the same -- he smiles at her, as she smiles back, she almost loses her balance. It’s funny, imperfect - and she doesn’t take it too seriously."
86,12,Action,"As the festivities continue in the background, Alma and Pedro sit talking... love beginning to blossom. Young Abuela offers him a snack from her basket. He looks into her eyes as he eats it. Butterflies swarm around them."
86,13,SONG,DOS ORUGUITAS (two caterpillars) ENAMORADAS (in love) (MORE)
87,1,SONG,PASAN SUS NOCHES (spend their nights) Y MADRUGADAS (and dawns)
87,2,Action,INT. A TINY CHURCH - PAST
87,3,Action,"Young Abuelo and Young Abuela get married, ecstatic, in love... POOF! A photo is taken... and we..."
87,4,SONG,LLENAS DE HAMBRE (full of hunger) SIGUEN ANDANDO (they keep walking) Y NAVEGANDO UN MUNDO (and navigating a world) QUE CAMBIA Y SIGUE CAMBIANDO (that changes and keeps changing)
87,5,Action,INT. ABUELA AND ABUELO’S HUMBLE APARTMENT - MORNING - PAST
87,6,Action,"TRANSITION from that photo... to the PHOTO in a frame... NEAR THE ICONIC WINDOW SHAPE we recognize from Alma’s room in the ENCANTO CASITA (a re-creation)... pull back to reveal Young Alma (in their humble little apartment) surprising Pedro with news... she’s pregnant... with triplets. He pretends to faint... then grabs her in an embrace, full of joy and love."
87,7,SONG,"NAVEGANDO UN MUNDO (navigating a world) QUE CAMBIA Y SIGUE CAMBIANDO (that changes and keeps changing) DOS ORUGUITAS (two caterpillars) PARAN EL VIENTO (against the wind)"
